Product_Name,Product_Link,Product_Price
"IQOO 12 5G (Legend, 256 GB)",https://www.flipkart.com/iqoo-12-5g-legend-256-gb/p/itma0451098bc315?pid=MOBGWHUQZYKVQTRM&lid=LSTMOBGWHUQZYKVQTRMQ99PJK&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&iid=bf967b75-2300-486a-b9c6-f6c700b7d2f5.MOBGWHUQZYKVQTRM.SEARCH&ssid=w11yhvq5eo0000001729620319531&qH=1cc40088ec90b2d2,"₹64,990"
"IQOO 12 (Legend, 256 GB)",https://www.flipkart.com/iqoo-12-legend-256-gb/p/itm333d72d8de4c7?pid=MOBGWH8F2T4TKZKQ&lid=LSTMOBGWH8F2T4TKZKQ50CVNS&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&iid=bf967b75-2300-486a-b9c6-f6c700b7d2f5.MOBGWH8F2T4TKZKQ.SEARCH&ssid=w11yhvq5eo0000001729620319531&qH=1cc40088ec90b2d2,"₹64,990"
"IQOO Z9s Pro 5G (Luxe Marble, 128 GB)",https://www.flipkart.com/iqoo-z9s-pro-5g-luxe-marble-128-gb/p/itm2f76190f198f6?pid=MOBH42A5GHBGGMFY&lid=LSTMOBH42A5GHBGGMFYDUODTZ&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&iid=bf967b75-2300-486a-b9c6-f6c700b7d2f5.MOBH42A5GHBGGMFY.SEARCH&ssid=w11yhvq5eo0000001729620319531&qH=1cc40088ec90b2d2,"₹24,999
₹29,99916% off"
"IQOO 9T 5G (ALPHA, 128 GB)",https://www.flipkart.com/iqoo-9t-5g-alpha-128-gb/p/itm48c825943ad3d?pid=MOBGHV89DZF2GNG3&lid=LSTMOBGHV89DZF2GNG3WA7AC9&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_25&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBGHV89DZF2GNG3.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹45,799
₹54,99916% off"
"IQOO z9x (Tornado Green, 128 GB)",https://www.flipkart.com/iqoo-z9x-tornado-green-128-gb/p/itm37ed9034fd805?pid=MOBHF76GH8XPQB3X&lid=LSTMOBHF76GH8XPQB3XZHFPXA&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_26&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBHF76GH8XPQB3X.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹20,990
₹22,9908% off"
"IQOO z9x (Storm Grey, 128 GB)",https://www.flipkart.com/iqoo-z9x-storm-grey-128-gb/p/itm37ed9034fd805?pid=MOBHF76CS9GHC4GP&lid=LSTMOBHF76CS9GHC4GPFRQ0UN&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_27&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBHF76CS9GHC4GP.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹20,990"
"IQOO Z9X (Storm Grey, 128 GB)",https://www.flipkart.com/iqoo-z9x-storm-grey-128-gb/p/itm4d9c6a737d29d?pid=MOBHF3PNPNY6RYUQ&lid=LSTMOBHF3PNPNY6RYUQ5SZRV4&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_28&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBHF3PNPNY6RYUQ.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹20,999
₹21,9994% off"
"IQOO Z9X (Tornado Green, 128 GB)",https://www.flipkart.com/iqoo-z9x-tornado-green-128-gb/p/itm2a2fa488eca76?pid=MOBHF3W6ZNPHEF8Z&lid=LSTMOBHF3W6ZNPHEF8Z1KU9UG&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_29&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBHF3W6ZNPHEF8Z.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹20,999
₹21,9994% off"
"IQOO Z9 5G (Graphene Blue, 256 GB)",https://www.flipkart.com/iqoo-z9-5g-graphene-blue-256-gb/p/itm4bdb51f6a3f34?pid=MOBGZFGU4ZZGP98A&lid=LSTMOBGZFGU4ZZGP98ADP1RDM&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_30&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBGZFGU4ZZGP98A.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹20,245
₹26,99925% off"
"IQOO Z9 (Brushed Green, 128 GB)",https://www.flipkart.com/iqoo-z9-brushed-green-128-gb/p/itme27e664c66320?pid=MOBGZFVUYE7M7EMR&lid=LSTMOBGZFVUYE7M7EMR06S134&marketplace=FLIPKART&q=iqoo&store=tyy%2F4io&srno=s_2_31&otracker=search&otracker1=search&fm=Search&iid=95afd8e5-4dd0-4cdc-99ab-b02b670a4d30.MOBGZFVUYE7M7EMR.SEARCH&ppt=sp&ppn=sp&ssid=kh42hpdoi80000001729620354197&qH=1cc40088ec90b2d2,"₹20,799
₹24,99916% off"
